NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
STYXL1	1	ENSMUSG00000019178	
UCP3	1	ENSMUSG00000032942	
UCP2	1	ENSMUSG00000033685	
RPS27A	1	ENSMUSG00000020460	
EVC2	1	ENSMUSG00000050248	
ANKIB1	1	ENSMUSG00000040351	
C20orf173	1	ENSMUSG00000074646	
SAMD4A	1	ENSMUSG00000021838	
LYRM9	1	ENSMUSG00000072640	
GATAD2B	1	ENSMUSG00000042390	
STXBP5L	1	ENSMUSG00000022829	
GATAD2A	1	ENSMUSG00000036180	
LYRM1	1	ENSMUSG00000030922	
LYRM2	1	ENSMUSG00000045854	
LYRM4	1	ENSMUSG00000046573	
LYRM7	1	ENSMUSG00000020268	
MPLKIP	1	ENSMUSG00000012429	
C7orf25	1	ENSMUSG00000039182	
MYLK2	1	ENSMUSG00000027470	
NRROS	1	ENSMUSG00000052384	
CXCL17	1	ENSMUSG00000060188	
FAM228A	1	ENSMUSG00000079177	
DEFB1	2	ENSMUSG00000053695:ENSMUSG00000044748	
CXCL13	1	ENSMUSG00000023078	
CXCL14	1	ENSMUSG00000021508	
MYLK3	1	ENSMUSG00000031698	
CXCL16	1	ENSMUSG00000018920	
MYLK4	1	ENSMUSG00000044951	
FAM228B	1	ENSMUSG00000050545	
FOXQ1	1	ENSMUSG00000038415	
SLC25A48	1	ENSMUSG00000021509	
ATCAY	1	ENSMUSG00000034958	
OSBP	1	ENSMUSG00000024687	
FBRSL1	1	ENSMUSG00000043323	
SLC25A40	1	ENSMUSG00000054099	
SLC25A43	1	ENSMUSG00000037636	
SLC25A42	1	ENSMUSG00000002346	
SLC25A45	1	ENSMUSG00000024818	
SLC25A44	1	ENSMUSG00000050144	
SLC25A47	1	ENSMUSG00000048856	
SLC25A46	1	ENSMUSG00000024259	
CPA3	1	ENSMUSG00000001865	
MYLIP	1	ENSMUSG00000038175	
CPA2	1	ENSMUSG00000071553	
CPA1	1	ENSMUSG00000054446	
TICAM2	1	ENSMUSG00000056130	
PRPF4B	1	ENSMUSG00000021413	
FOXP4	1	ENSMUSG00000023991	
TICAM1	1	ENSMUSG00000047123	
FOXP3	1	ENSMUSG00000039521	
FAM227B	1	ENSMUSG00000027209	
FOXP2	1	ENSMUSG00000029563	
FOXP1	1	ENSMUSG00000030067	
FAM227A	1	ENSMUSG00000042564	
MAG	1	ENSMUSG00000036634	
GVINP1	2	ENSMUSG00000045868:ENSMUSG00000078606	
MAF	1	ENSMUSG00000055435	
LIX1	1	ENSMUSG00000047786	
MAK	1	ENSMUSG00000021363	
FSCN1	1	ENSMUSG00000029581	
MAL	1	ENSMUSG00000027375	
SLC25A51	1	ENSMUSG00000045973	
FSCN3	1	ENSMUSG00000029707	
FSCN2	1	ENSMUSG00000025380	
SLC25A53	1	ENSMUSG00000044348	
DSC2	1	ENSMUSG00000024331	
DSC3	1	ENSMUSG00000059898	
RNASEH2C	1	ENSMUSG00000024925	
RNASEH2B	1	ENSMUSG00000021932	
CPB2	1	ENSMUSG00000021999	
CPB1	1	ENSMUSG00000011463	
RNASEH2A	1	ENSMUSG00000052926	
MAX	1	ENSMUSG00000059436	
TROAP	1	ENSMUSG00000032783	
MAZ	1	ENSMUSG00000030678	
GLIS3	1	ENSMUSG00000052942	
FOXO6	1	ENSMUSG00000052135	
FOXO4	1	ENSMUSG00000042903	
FOXO3	1	ENSMUSG00000048756	
KRCC1	1	ENSMUSG00000053012	
GLIS1	1	ENSMUSG00000034762	
FOXO1	1	ENSMUSG00000044167	
GLIS2	1	ENSMUSG00000014303	
NPAT	1	ENSMUSG00000033054	
DSEL	1	ENSMUSG00000038702	
HACL1	1	ENSMUSG00000021884	
E4F1	1	ENSMUSG00000024137	
MBP	1	ENSMUSG00000041607	
EVI5	1	ENSMUSG00000011831	
CPA4	1	ENSMUSG00000039070	
DEFA5	10	ENSMUSG00000060070:ENSMUSG00000061845:ENSMUSG00000060208:ENSMUSG00000074440:ENSMUSG00000074441:ENSMUSG00000074444:ENSMUSG00000064213:ENSMUSG00000074446:ENSMUSG00000063206:ENSMUSG00000065956	
FAM229B	1	ENSMUSG00000051736	
FAM229A	1	ENSMUSG00000078554	
FOXN4	1	ENSMUSG00000042002	
FOXN3	1	ENSMUSG00000033713	
FOXN2	1	ENSMUSG00000034998	
MCC	1	ENSMUSG00000071856	
FOXN1	1	ENSMUSG00000002057	
AICDA	1	ENSMUSG00000040627	
CXCL10	1	ENSMUSG00000034855	
CXCL11	1	ENSMUSG00000060183	
CXCL12	1	ENSMUSG00000061353	
SCGB3A1	1	ENSMUSG00000064057	
MCU	1	ENSMUSG00000009647	
ARHGAP11A	1	ENSMUSG00000041219	
CELF1	1	ENSMUSG00000005506	
CELF2	1	ENSMUSG00000002107	
CDCA7L	1	ENSMUSG00000021175	
SCHIP1	1	ENSMUSG00000027777	
CELF3	1	ENSMUSG00000028137	
CELF4	1	ENSMUSG00000024268	
CELF5	1	ENSMUSG00000034818	
MCM10	1	ENSMUSG00000026669	
CELF6	1	ENSMUSG00000032297	
FOXM1	1	ENSMUSG00000001517	
FSD1L	1	ENSMUSG00000054752	
MDK	1	ENSMUSG00000027239	
ME1	1	ENSMUSG00000032418	
ME3	1	ENSMUSG00000030621	
ME2	1	ENSMUSG00000024556	
FOXL2	1	ENSMUSG00000050397	
SLC25A16	1	ENSMUSG00000071253	
SLC25A15	1	ENSMUSG00000031482	
SLC25A18	1	ENSMUSG00000004902	
SLC25A17	1	ENSMUSG00000022404	
NPC1	1	ENSMUSG00000024413	
SLC25A19	1	ENSMUSG00000020744	
NPC2	1	ENSMUSG00000021242	
DSG1	1	ENSMUSG00000034774	
SLC25A10	1	ENSMUSG00000025792	
DSG2	1	ENSMUSG00000044393	
DSG3	1	ENSMUSG00000056632	
DSG4	1	ENSMUSG00000001804	
SLC25A12	1	ENSMUSG00000027010	
MET	1	ENSMUSG00000009376	
SLC25A11	1	ENSMUSG00000014606	
SLC25A14	1	ENSMUSG00000031105	
SLC25A13	1	ENSMUSG00000015112	
FOXK2	1	ENSMUSG00000039275	
FOXK1	1	ENSMUSG00000056493	
MFF	1	ENSMUSG00000026150	
SLC25A27	1	ENSMUSG00000023912	
SLC25A26	1	ENSMUSG00000045100	
SLC25A29	1	ENSMUSG00000021265	
SLC25A28	1	ENSMUSG00000040414	
SLC25A21	1	ENSMUSG00000035472	
SLC25A20	1	ENSMUSG00000032602	
SLC25A23	1	ENSMUSG00000046329	
SLC25A22	1	ENSMUSG00000019082	
SLC25A25	1	ENSMUSG00000026819	
SLC25A24	1	ENSMUSG00000040322	
CTHRC1	1	ENSMUSG00000054196	
MMAA	1	ENSMUSG00000037022	
MMAB	1	ENSMUSG00000029575	
MGA	1	ENSMUSG00000033943	
FOXJ3	1	ENSMUSG00000032998	
KRTAP6-3	1	ENSMUSG00000062400	
FOXJ2	1	ENSMUSG00000003154	
FOXJ1	1	ENSMUSG00000034227	
MERTK	1	ENSMUSG00000014361	
DHODH	1	ENSMUSG00000031730	
NELL2	1	ENSMUSG00000022454	
SLC25A38	1	ENSMUSG00000032519	
SLC25A37	1	ENSMUSG00000034248	
SLC25A39	1	ENSMUSG00000018677	
MGP	1	ENSMUSG00000030218	
SLC25A30	1	ENSMUSG00000022003	
SLC25A32	1	ENSMUSG00000022299	
P4HB	1	ENSMUSG00000025130	
SLC25A31	1	ENSMUSG00000069041	
SLC25A34	1	ENSMUSG00000040740	
SLC25A33	1	ENSMUSG00000028982	
SLC25A36	1	ENSMUSG00000032449	
SLC25A35	1	ENSMUSG00000018740	
SPON2	1	ENSMUSG00000037379	
SPON1	1	ENSMUSG00000038156	
ZDHHC5	1	ENSMUSG00000034075	
ZDHHC6	1	ENSMUSG00000024982	
ZDHHC7	1	ENSMUSG00000031823	
ZDHHC8	1	ENSMUSG00000060166	
ZDHHC1	1	ENSMUSG00000039199	
ZDHHC2	1	ENSMUSG00000039470	
ZDHHC3	1	ENSMUSG00000025786	
ZDHHC4	1	ENSMUSG00000001844	
CHORDC1	1	ENSMUSG00000001774	
RESP18	1	ENSMUSG00000033061	
TMEM88B	1	ENSMUSG00000073680	
MIA	1	ENSMUSG00000089661	
NPFF	1	ENSMUSG00000023052	
NSMCE3	1	ENSMUSG00000070520	
FOXH1	1	ENSMUSG00000033837	
NSMCE2	1	ENSMUSG00000059586	
NSMCE1	1	ENSMUSG00000030750	
MIF	1	ENSMUSG00000033307	
HASPIN	1	ENSMUSG00000050107	
GNPAT	1	ENSMUSG00000031985	
SFRP1	1	ENSMUSG00000031548	
SFRP2	1	ENSMUSG00000027996	
MIP	1	ENSMUSG00000025389	
SFRP5	1	ENSMUSG00000018822	
CTXN1	1	ENSMUSG00000048644	
TMEM87A	1	ENSMUSG00000033808	
TMEM87B	1	ENSMUSG00000014353	
EVPL	1	ENSMUSG00000034282	
DSN1	1	ENSMUSG00000027635	
RIMKLA	1	ENSMUSG00000048899	
RBM12	1	ENSMUSG00000089824	
RIMKLB	1	ENSMUSG00000040649	
RBM10	1	ENSMUSG00000031060	
RBM11	1	ENSMUSG00000032940	
TMEM86A	1	ENSMUSG00000010307	
TMEM86B	1	ENSMUSG00000045282	
FOXF2	1	ENSMUSG00000038402	
FOXF1	1	ENSMUSG00000042812	
C20orf27	1	ENSMUSG00000027327	
CELA1	1	ENSMUSG00000023031	
PILRB	2	ENSMUSG00000066682:ENSMUSG00000066684	
PILRA	1	ENSMUSG00000046245	
COL9A1	1	ENSMUSG00000026147	
COL9A3	1	ENSMUSG00000027570	
CYSTM1	1	ENSMUSG00000046727	
COL9A2	1	ENSMUSG00000028626	
MKX	1	ENSMUSG00000061013	
RCOR3	1	ENSMUSG00000037395	
RCOR2	1	ENSMUSG00000024968	
RCOR1	1	ENSMUSG00000037896	
FKBP11	1	ENSMUSG00000003355	
FKBP10	1	ENSMUSG00000001555	
SUV39H2	1	ENSMUSG00000026646	
FOXE3	1	ENSMUSG00000044518	
DOC2A	1	ENSMUSG00000052301	
FKBP15	1	ENSMUSG00000066151	
FKBP14	1	ENSMUSG00000038074	
MOGAT2	1	ENSMUSG00000052396	
MOGAT1	1	ENSMUSG00000012187	
SUV39H1	1	ENSMUSG00000039231	
DOC2B	1	ENSMUSG00000020848	
BMI1	1	ENSMUSG00000026739	
MLX	1	ENSMUSG00000017801	
REV3L	1	ENSMUSG00000019841	
UTP14A	1	ENSMUSG00000063785	
UTP14C	1	ENSMUSG00000079470	
SBSPON	1	ENSMUSG00000032719	
ANKDD1B	1	ENSMUSG00000047117	
ANKDD1A	1	ENSMUSG00000066510	
FOXD3	1	ENSMUSG00000067261	
FOXD2	1	ENSMUSG00000055210	
FOXD1	1	ENSMUSG00000078302	
MME	1	ENSMUSG00000027820	
MMD	1	ENSMUSG00000003948	
OSMR	1	ENSMUSG00000022146	
MN1	1	ENSMUSG00000070576	
FOXC2	1	ENSMUSG00000046714	
FOXC1	1	ENSMUSG00000050295	
RABGAP1	1	ENSMUSG00000035437	
SPINDOC	1	ENSMUSG00000024970	
DYNLT2B	1	ENSMUSG00000014075	
IBA57	1	ENSMUSG00000049287	
CPN2	1	ENSMUSG00000023176	
CPN1	1	ENSMUSG00000025196	
MNT	1	ENSMUSG00000000282	
PGRMC1	1	ENSMUSG00000006373	
PGRMC2	1	ENSMUSG00000049940	
NPM1	1	ENSMUSG00000057113	
NPM2	1	ENSMUSG00000047911	
CAVIN1	1	ENSMUSG00000004044	
MOG	1	ENSMUSG00000076439	
CAVIN2	1	ENSMUSG00000045954	
CAVIN3	1	ENSMUSG00000037060	
CAVIN4	1	ENSMUSG00000028348	
MOK	1	ENSMUSG00000056458	
NPM3	1	ENSMUSG00000056209	
CABCOCO1	1	ENSMUSG00000019945	
PPP1CA	1	ENSMUSG00000040385	
FKBP1A	1	ENSMUSG00000032966	
MOS	1	ENSMUSG00000078365	
ZDHHC9	1	ENSMUSG00000036985	
FKBP1B	1	ENSMUSG00000020635	
FOXA3	1	ENSMUSG00000040891	
ENGASE	1	ENSMUSG00000033857	
FOXA2	1	ENSMUSG00000037025	
FOXA1	1	ENSMUSG00000035451	
PCDHB18P	1	ENSMUSG00000044022	
PLVAP	1	ENSMUSG00000034845	
SAMD9L	1	ENSMUSG00000047735	
MPG	1	ENSMUSG00000020287	
MPI	1	ENSMUSG00000032306	
MPL	1	ENSMUSG00000006389	
CPOX	1	ENSMUSG00000022742	
WBP1L	1	ENSMUSG00000047731	
MPO	1	ENSMUSG00000009350	
ACRBP	1	ENSMUSG00000072770	
IFI44L	1	ENSMUSG00000039146	
NPPB	1	ENSMUSG00000029019	
NPPC	1	ENSMUSG00000026241	
MPZ	1	ENSMUSG00000056569	
SNIP1	1	ENSMUSG00000050213	
OSR2	1	ENSMUSG00000022330	
TEX56P	1	ENSMUSG00000021415	
ADPRHL1	1	ENSMUSG00000031448	
OSR1	1	ENSMUSG00000048387	
THEMIS	1	ENSMUSG00000049109	
RPGRIP1L	1	ENSMUSG00000033282	
WBP11	1	ENSMUSG00000030216	
NPNT	1	ENSMUSG00000040998	
MR1	1	ENSMUSG00000026471	
DPEP2	1	ENSMUSG00000053687	
DPEP1	1	ENSMUSG00000019278	
HOMEZ	1	ENSMUSG00000057156	
UTP25	1	ENSMUSG00000016181	
C20orf144	1	ENSMUSG00000038523	
C20orf141	1	ENSMUSG00000027409	
RBM8A	2	ENSMUSG00000038374:ENSMUSG00000078184	
NPR1	1	ENSMUSG00000027931	
NPR2	1	ENSMUSG00000028469	
NPR3	1	ENSMUSG00000022206	
UTP23	1	ENSMUSG00000022313	
MRO	1	ENSMUSG00000064036	
KASH5	1	ENSMUSG00000038292	
TAC4	1	ENSMUSG00000020872	
UTP20	1	ENSMUSG00000004356	
TAC3	1	ENSMUSG00000025400	
MSC	1	ENSMUSG00000025930	
VARS2	1	ENSMUSG00000038838	
TAC1	1	ENSMUSG00000061762	
VARS1	1	ENSMUSG00000007029	
BCL9L	1	ENSMUSG00000063382	
OST4	1	ENSMUSG00000038803	
ZFHX3	1	ENSMUSG00000038872	
ZFHX2	1	ENSMUSG00000040721	
SLC52A2	1	ENSMUSG00000022560	
SLC52A3	1	ENSMUSG00000027463	
HMGA1	2	ENSMUSG00000046711:ENSMUSG00000078249	
DSTN	1	ENSMUSG00000015932	
MSN	1	ENSMUSG00000031207	
HMGA2	1	ENSMUSG00000056758	
EVX1	1	ENSMUSG00000005503	
SHISAL1	1	ENSMUSG00000062760	
EVX2	1	ENSMUSG00000001815	
MT4	1	ENSMUSG00000031757	
BMP7	1	ENSMUSG00000008999	
ZFHX4	1	ENSMUSG00000025255	
MT3	1	ENSMUSG00000031760	
ANKHD1	1	ENSMUSG00000024483	
BMP6	1	ENSMUSG00000039004	
BMP5	1	ENSMUSG00000032179	
BMP4	1	ENSMUSG00000021835	
BMP3	1	ENSMUSG00000029335	
BMP2	1	ENSMUSG00000027358	
BMP1	1	ENSMUSG00000022098	
CPS1	1	ENSMUSG00000025991	
MMP24OS	1	ENSMUSG00000074649	
OSTC	1	ENSMUSG00000041084	
TAB3	1	ENSMUSG00000035476	
TAB2	1	ENSMUSG00000015755	
TAB1	1	ENSMUSG00000022414	
LSM14B	1	ENSMUSG00000039108	
LSM14A	1	ENSMUSG00000066568	
RBM27	1	ENSMUSG00000024491	
PNLIPRP1	1	ENSMUSG00000042179	
PNLIPRP2	1	ENSMUSG00000025091	
RBM28	1	ENSMUSG00000029701	
RHOXF2	1	ENSMUSG00000006200	
RBM25	1	ENSMUSG00000010608	
CD164L2	1	ENSMUSG00000028865	
RBM26	1	ENSMUSG00000022119	
NAA40	1	ENSMUSG00000024764	
LAMC3	1	ENSMUSG00000026840	
ATP2A3	1	ENSMUSG00000020788	
HMGB2	1	ENSMUSG00000054717	
HMGB3	1	ENSMUSG00000015217	
PSIP1	1	ENSMUSG00000028484	
ATP2A2	1	ENSMUSG00000029467	
MTR	1	ENSMUSG00000021311	
LAMC2	1	ENSMUSG00000026479	
ATP2A1	1	ENSMUSG00000030730	
LAMC1	1	ENSMUSG00000026478	
HMGB1	1	ENSMUSG00000066551	
SEC61A2	1	ENSMUSG00000025816	
SEC61A1	1	ENSMUSG00000030082	
CPT2	1	ENSMUSG00000028607	
BCL7A	1	ENSMUSG00000029438	
BCL7C	1	ENSMUSG00000030814	
BCL7B	1	ENSMUSG00000029681	
NPTN	1	ENSMUSG00000032336	
CFAP47	1	ENSMUSG00000073077	
UQCRFS1	1	ENSMUSG00000038462	
CFAP46	1	ENSMUSG00000049571	
LRRFIP2	1	ENSMUSG00000032497	
LRRFIP1	1	ENSMUSG00000026305	
RBM34	1	ENSMUSG00000033931	
CFAP43	1	ENSMUSG00000044948	
SULT4A1	1	ENSMUSG00000018865	
CFAP45	1	ENSMUSG00000026546	
RBM33	1	ENSMUSG00000048271	
CFAP44	1	ENSMUSG00000071550	
DYNLT5	1	ENSMUSG00000028523	
UTP15	1	ENSMUSG00000041747	
MIR193A	1	ENSMUSG00000065395	
HS3ST3B1	1	ENSMUSG00000070407	
RBM17	1	ENSMUSG00000037197	
RBM14	1	ENSMUSG00000006456	
CFAP52	1	ENSMUSG00000020904	
NAA30	1	ENSMUSG00000036282	
MMP7	1	ENSMUSG00000018623	
RBM15	1	ENSMUSG00000048109	
DYNLT1	2	ENSMUSG00000000579:ENSMUSG00000092074	
UTP11	1	ENSMUSG00000028907	
DYNLT2	2	ENSMUSG00000079710:ENSMUSG00000079707	
RBM18	1	ENSMUSG00000026889	
DYNLT3	1	ENSMUSG00000031176	
MMP2	1	ENSMUSG00000031740	
RBM19	1	ENSMUSG00000029594	
DYNLT4	1	ENSMUSG00000047671	
MMP8	1	ENSMUSG00000005800	
MMP9	1	ENSMUSG00000017737	
UTP18	1	ENSMUSG00000054079	
GORASP2	1	ENSMUSG00000014959	
CDHR1	1	ENSMUSG00000021803	
CPTP	1	ENSMUSG00000029073	
GORASP1	1	ENSMUSG00000032513	
CDHR2	1	ENSMUSG00000034918	
CFAP58	1	ENSMUSG00000046585	
NAA35	1	ENSMUSG00000021555	
SPOPL	1	ENSMUSG00000026771	
CFAP57	1	ENSMUSG00000028730	
CDHR4	1	ENSMUSG00000032595	
RBM20	1	ENSMUSG00000043639	
MVD	1	ENSMUSG00000006517	
CDHR5	1	ENSMUSG00000025497	
NAA38	1	ENSMUSG00000059278	
CFAP54	1	ENSMUSG00000020014	
CFAP53	1	ENSMUSG00000035394	
RBM24	1	ENSMUSG00000038132	
RBM22	1	ENSMUSG00000024604	
LAMA5	1	ENSMUSG00000015647	
RBM47	1	ENSMUSG00000070780	
RBM48	1	ENSMUSG00000040302	
MVK	1	ENSMUSG00000041939	
LAMA2	1	ENSMUSG00000019899	
NAA20	1	ENSMUSG00000002728	
LAMA4	1	ENSMUSG00000019846	
GOSR2	1	ENSMUSG00000020946	
MVP	1	ENSMUSG00000030681	
GOSR1	1	ENSMUSG00000010392	
LAMA3	1	ENSMUSG00000024421	
TAF9	1	ENSMUSG00000052293	
RBM4B	1	ENSMUSG00000033760	
HMGCR	1	ENSMUSG00000021670	
ATP2C2	1	ENSMUSG00000034112	
ATP2C1	1	ENSMUSG00000032570	
HMGCL	1	ENSMUSG00000028672	
RAB40B	1	ENSMUSG00000025170	
RAB40C	1	ENSMUSG00000025730	
BMS1	1	ENSMUSG00000030138	
NAA25	1	ENSMUSG00000042719	
EPS8L1	1	ENSMUSG00000006154	
EPS8L2	1	ENSMUSG00000025504	
EPS8L3	1	ENSMUSG00000040600	
CFAP20	1	ENSMUSG00000031796	
RBM38	1	ENSMUSG00000027510	
RBM39	1	ENSMUSG00000027620	
LAMB3	1	ENSMUSG00000026639	
NAA10	1	ENSMUSG00000031388	
LAMB2	1	ENSMUSG00000052911	
MX1	1	ENSMUSG00000023341	
NAA11	1	ENSMUSG00000024571	
ATP2B4	1	ENSMUSG00000026463	
LAMB1	1	ENSMUSG00000002900	
ATP2B2	1	ENSMUSG00000030302	
ATP2B1	1	ENSMUSG00000019943	
SCIMP	1	ENSMUSG00000057135	
BCL6B	1	ENSMUSG00000000317	
BMT2	1	ENSMUSG00000042742	
CFAP36	1	ENSMUSG00000020462	
TAF8	1	ENSMUSG00000023980	
RBM41	1	ENSMUSG00000031433	
RBM42	1	ENSMUSG00000036733	
TAF7	1	ENSMUSG00000051316	
NAA16	1	ENSMUSG00000022020	
THRSP	1	ENSMUSG00000035686	
TAF6	1	ENSMUSG00000036980	
TAF5	1	ENSMUSG00000025049	
NAA15	1	ENSMUSG00000063273	
TAF4	1	ENSMUSG00000039117	
RBM45	1	ENSMUSG00000042369	
CPVL	1	ENSMUSG00000052955	
TAF3	1	ENSMUSG00000025782	
RBM43	1	ENSMUSG00000036249	
TAF2	1	ENSMUSG00000037343	
TAF1	1	ENSMUSG00000031314	
RBM44	1	ENSMUSG00000070732	
TLNRD1	1	ENSMUSG00000070462	
DCAF8	1	ENSMUSG00000026554	
TPGS1	1	ENSMUSG00000020308	
DCAF5	1	ENSMUSG00000049106	
DCAF4	1	ENSMUSG00000021222	
DCAF7	1	ENSMUSG00000049354	
TPGS2	1	ENSMUSG00000024269	
DCAF6	1	ENSMUSG00000026571	
DCAF1	1	ENSMUSG00000040325	
MYC	2	ENSMUSG00000049086:ENSMUSG00000022346	
MYB	1	ENSMUSG00000019982	
CDK20	1	ENSMUSG00000021483	
MMUT	1	ENSMUSG00000023921	
NKX2-8	1	ENSMUSG00000058669	
IAH1	1	ENSMUSG00000062054	
SULT2B1	1	ENSMUSG00000003271	
PRDX3	1	ENSMUSG00000024997	
PRDX2	1	ENSMUSG00000005161	
PRDX5	1	ENSMUSG00000024953	
PRDX4	1	ENSMUSG00000025289	
PRDX1	1	ENSMUSG00000028691	
NKX2-3	1	ENSMUSG00000044220	
NKX2-2	1	ENSMUSG00000027434	
CDK17	1	ENSMUSG00000020015	
FZD1	1	ENSMUSG00000044674	
DNAH12	1	ENSMUSG00000021879	
WNT10B	1	ENSMUSG00000022996	
CDK18	1	ENSMUSG00000026437	
FZD3	1	ENSMUSG00000007989	
DNAH11	1	ENSMUSG00000018581	
WNT10A	1	ENSMUSG00000026167	
CDK19	1	ENSMUSG00000038481	
F8A1	1	ENSMUSG00000078317	
DNAH10	1	ENSMUSG00000038011	
FZD2	1	ENSMUSG00000050288	
DNAH17	1	ENSMUSG00000033987	
FZD5	1	ENSMUSG00000045005	
FZD4	1	ENSMUSG00000049791	
FZD7	1	ENSMUSG00000041075	
FZD6	1	ENSMUSG00000022297	
RAB3IP	1	ENSMUSG00000064181	
FZD9	1	ENSMUSG00000049551	
FZD8	1	ENSMUSG00000036904	
PA2G4	1	ENSMUSG00000025364	
FHDC1	1	ENSMUSG00000041842	
PRDX6	2	ENSMUSG00000050114:ENSMUSG00000026701	
CDK10	1	ENSMUSG00000033862	
CDK12	1	ENSMUSG00000003119	
CDK13	1	ENSMUSG00000041297	
CDK14	1	ENSMUSG00000028926	
CDK15	1	ENSMUSG00000026023	
CDK16	1	ENSMUSG00000031065	
FAM102B	1	ENSMUSG00000040339	
FAM102A	1	ENSMUSG00000039157	
FAM234B	1	ENSMUSG00000030207	
FAM234A	1	ENSMUSG00000024187	
TAL2	1	ENSMUSG00000028417	
TAL1	1	ENSMUSG00000028717	
JDP2	1	ENSMUSG00000034271	
HBEGF	1	ENSMUSG00000024486	
ASAH1	1	ENSMUSG00000031591	
ASAH2	1	ENSMUSG00000024887	
GCNT1	1	ENSMUSG00000038843	
GRAMD4	1	ENSMUSG00000035900	
TANK	1	ENSMUSG00000064289	
PATE2	1	ENSMUSG00000074452	
GCNT2	1	ENSMUSG00000021360	
GCNT3	1	ENSMUSG00000032226	
HS1BP3	1	ENSMUSG00000020605	
GCNT4	1	ENSMUSG00000091387	
LINC-PINT	1	ENSMUSG00000044471	
DTD1	1	ENSMUSG00000027430	
GCNT7	1	ENSMUSG00000074569	
DTD2	1	ENSMUSG00000020956	
SAAL1	1	ENSMUSG00000006763	
GUCA2B	1	ENSMUSG00000032978	
TCAIM	1	ENSMUSG00000046603	
TRMT1	1	ENSMUSG00000001909	
FAM104A	1	ENSMUSG00000041629	
FAM237B	1	ENSMUSG00000073234	
GUCA2A	1	ENSMUSG00000023247	
RFWD3	1	ENSMUSG00000033596	
TRMT5	1	ENSMUSG00000034442	
A4GNT	1	ENSMUSG00000037953	
TRMT6	1	ENSMUSG00000037376	
ALMS1	1	ENSMUSG00000063810	
LAMTOR2	1	ENSMUSG00000028062	
LAMTOR1	1	ENSMUSG00000030842	
LAMTOR4	1	ENSMUSG00000050552	
EEF1AKMT3	1	ENSMUSG00000080115	
EEF1AKMT2	1	ENSMUSG00000030960	
LAMTOR3	1	ENSMUSG00000091512	
EEF1AKMT1	1	ENSMUSG00000021951	
LAMTOR5	1	ENSMUSG00000087260	
FAM107A	1	ENSMUSG00000021750	
GUCA1B	1	ENSMUSG00000023979	
GUCA1A	1	ENSMUSG00000023982	
BEST2	1	ENSMUSG00000052819	
BEST3	1	ENSMUSG00000020169	
FAM107B	1	ENSMUSG00000026655	
BEST1	1	ENSMUSG00000037418	
MACROD1	1	ENSMUSG00000036278	
NBN	1	ENSMUSG00000028224	
MACROD2	1	ENSMUSG00000068205	
LZTS2	1	ENSMUSG00000035342	
LZTS1	1	ENSMUSG00000036306	
LZTS3	1	ENSMUSG00000037703	
TAP2	1	ENSMUSG00000024339	
TAP1	1	ENSMUSG00000037321	
DISP1	1	ENSMUSG00000030768	
DISP2	1	ENSMUSG00000040035	
DISP3	1	ENSMUSG00000041544	
NCL	1	ENSMUSG00000026234	
IAPP	1	ENSMUSG00000041681	
MALAT1	1	ENSMUSG00000092341	
NKAPD1	1	ENSMUSG00000059820	
CEMIP	1	ENSMUSG00000052353	
KRBA1	1	ENSMUSG00000042810	
CYP4F22	1	ENSMUSG00000061126	
CT45A1	1	ENSMUSG00000064016	
GLB1L2	1	ENSMUSG00000036395	
ACTE1P	1	ENSMUSG00000031085	
NEUROD1	1	ENSMUSG00000034701	
NEUROD2	1	ENSMUSG00000038255	
NEUROD4	1	ENSMUSG00000048015	
NDN	1	ENSMUSG00000033585	
WDTC1	1	ENSMUSG00000037622	
NEB	1	ENSMUSG00000026950	
DHCR24	1	ENSMUSG00000034926	
CYP4F11	1	ENSMUSG00000090700	
NF1	1	ENSMUSG00000020716	
NF2	1	ENSMUSG00000009073	
LZTR1	1	ENSMUSG00000022761	
NES	1	ENSMUSG00000004891	
BNC2	1	ENSMUSG00000028487	
BNC1	1	ENSMUSG00000025105	
CNGA1	1	ENSMUSG00000067220	
CNGA3	1	ENSMUSG00000026114	
CNGA4	1	ENSMUSG00000030897	
PGPEP1	1	ENSMUSG00000056204	
TASL	1	ENSMUSG00000025058	
NGB	1	ENSMUSG00000021032	
VSTM2L	1	ENSMUSG00000037843	
NGF	1	ENSMUSG00000027859	
BET1L	1	ENSMUSG00000025484	
PATL1	1	ENSMUSG00000046139	
PATL2	1	ENSMUSG00000027233	
SMDT1	1	ENSMUSG00000022452	
CNGB3	1	ENSMUSG00000056494	
CNGB1	1	ENSMUSG00000031789	
ACSS3	1	ENSMUSG00000035948	
ACSS2	1	ENSMUSG00000027605	
FZR1	1	ENSMUSG00000020235	
NHS	1	ENSMUSG00000059493	
ACSS1	1	ENSMUSG00000027452	
UGGT2	1	ENSMUSG00000042104	
TRAV38-2DV8	1	ENSMUSG00000076866	
UGGT1	1	ENSMUSG00000037470	
RPH3AL	1	ENSMUSG00000020847	
KCNJ10	1	ENSMUSG00000044708	
KCNIP1	1	ENSMUSG00000053519	
KCNIP2	1	ENSMUSG00000025221	
KCNIP3	1	ENSMUSG00000079056	
KCNJ13	1	ENSMUSG00000079436	
KCNIP4	1	ENSMUSG00000029088	
KCNJ14	1	ENSMUSG00000058743	
